職缺,公司名稱,地址,薪資,連結,工作內容,工作經驗,科系要求,擅長工具,其他條件
Golang後端工程師,禾亞數位科技股份有限公司,台北市大安區,"年薪2,000,000~3,000,000元",//www.104.com.tw/job/7jgpm?jobsource=jolist_a_relevance,"HOYA Bit Exchange 致力成為加密貨幣新鮮人的最佳信任夥伴，我們致力研究加密貨幣的解決場景，並針對用戶需求提供解決方案，讓加密貨幣便利每個人的生活!

HOYA Bit Exchange 擁有三大特色：

1. 一切合法合規：
合法合規是對所有用戶的保障!! HOYA Bitt Exchange 承諾一切業務將遵守政府制定相關法律，公司編制包含法務、內控與稽核人員，並與國際級律師、會計師、政府相關單位合作，讓 HOYA Bit 能夠在為用戶的服務上走的長久。

2. 24 小時諮詢服務：
HOYA Bit 是對新手最友善的交易所，不論是交易上面的問題、加密貨幣的最新資訊，都歡迎您與我們交流，我們的小幫手將以最熱情的態度回答每一個問題，讓大家一起在加密貨幣的世界中收穫滿滿。

3. 最友善的使用介面：
身為對新手最友善的交易所，友善的使用介面是非常重要不論是交易上面的問題、加密貨幣的最新資訊，都歡迎您與我們交流，我們的小幫手將以最熱情的態度回答每一個問題，讓大家一起在加密貨幣的世界中收穫滿滿。

【工作內容】
・ 使用Golang語言，負責公司產品的後端需求開發
・ 產出相關的的技術⽂件，如系統流程/架構文件，API 文件 等
・ 接觸部分 DevOps 相關技術，處理資安強化相關功能
・ 評估新的技術與工具，協助規劃導入
・ 參與自動化流程的建置

【具備條件】
・ 精通至少一種程式語言：Golang、Rust、C#、Node.js、Javascript、Python、C++
・ 熟悉 Linux 操作
・ 基本版本控管概念 (Git)
・ 任一整合公開 API 經驗
・ 喜歡新創公司靈活與快速試錯的工作模式
・ 熟悉MySQL語法，能根據執行計畫調整查詢
・ 用過 ElasticSearch/Redis/MQ
・ 對於改善現有系統不足能有熱忱

【額外加分】
・ 熟悉區塊鏈相關技術、智能合約開發
・ 熟悉交易所的運作、以太坊公鏈、HyperLedger、驗證機制（POW、POS、PBFT等）
・ 有使用以太坊 (geth, solidity, web3js) 經驗
・ 熟悉 VM 、AWS、 Docker
・ 熟悉軟體開發流程
・ 有效能優化經驗
・ 熟悉 Linux 開發環境及工具。例如：Ubuntu, Nginx, Apache
・ 具有網路安全知識、開發多人上線大型網站經驗
",大學以上,不拘,Go,"【加分條件】
-熟悉 MySQL優化
-熟悉 Object-Oriented Programming(OOP) 開發
-熟悉基礎 MVC 架構或其他設計模式 (design-pattern)
-具備良好的Coding Style及技術文件編寫能力
-具第三方API串接能力(e.g. FB / Google / Line / Invoice / PayPal )
-CI / CD 工具流程
-Docker 使用
-良好的溝通能力與團隊合作能力
-樂於分享技術新知
"
後端工程師,竣盟科技股份有限公司,台北市中山區,待遇面議,//www.104.com.tw/job/7lly4?jobsource=jolist_a_relevance,"工作條件:
1.精通Restful API使用
2.使用python 進行程式開發，並具備FLASK 網頁開發經驗，與API介接經驗
3.熟悉關聯式資料庫，如MySql
4.熟悉linux與git 
5.具備網頁資安知識
6.具備良好溝通表達能力及團隊合作技巧
7.具有良好的人際溝通能力和技巧，且創新性地編程來解決問題的能力

工作內容:
1.協助撰寫後端網頁API開發
2.協助撰寫日誌收容規則派發
3.串接各式情資API

加分條件:
1.具有docker容器化操作經驗佳
2.具備ELK建置經驗佳
3.熟悉linux rsyslog派發機制佳
",高中以上,不拘,MySQL,"【加分條件】
-熟悉 MySQL優化
-熟悉 Object-Oriented Programming(OOP) 開發
-熟悉基礎 MVC 架構或其他設計模式 (design-pattern)
-具備良好的Coding Style及技術文件編寫能力
-具第三方API串接能力(e.g. FB / Google / Line / Invoice / PayPal )
-CI / CD 工具流程
-Docker 使用
-良好的溝通能力與團隊合作能力
-樂於分享技術新知
"
後端工程師,中華龍網股份有限公司,新北市板橋區,"月薪35,000~60,000元",//www.104.com.tw/job/7kdp7?jobsource=jolist_a_relevance,"目標 :
本次招募對象為，上手後大部分時間可獨立作業的後端工程師，重視工程精神與團隊紀律，喜歡持續進步的文化，樂於與團隊互相交流學習
條件 ( 符合愈多愈好) :
1. 1年以上後端相關工作經驗
2. 熟悉或慣用一個後端語言，Python
3. 熟悉或慣用一項後端開發框架，Node.js
4. 熟悉 git 操作，了解多人共同開發流程，如 git flow
5. 良好的團隊合作與溝通能力
6. 邏輯思考能力強
7. 擁有設計和操作資料庫的能力
",高中、專科、大學,資訊管理相關、資訊工程相關,Node.js,"【加分條件】
-熟悉 MySQL優化
-熟悉 Object-Oriented Programming(OOP) 開發
-熟悉基礎 MVC 架構或其他設計模式 (design-pattern)
-具備良好的Coding Style及技術文件編寫能力
-具第三方API串接能力(e.g. FB / Google / Line / Invoice / PayPal )
-CI / CD 工具流程
-Docker 使用
-良好的溝通能力與團隊合作能力
-樂於分享技術新知
"
PHP後端工程師,台盈資訊科技有限公司,台北市松山區,待遇面議,//www.104.com.tw/job/6lgdn?jobsource=jolist_a_relevance,"1. 與設計人員、後端工程師協同作業，完成網站開發。
2. 連接現有系統，進行介面的製作與調整。
3. 不同裝置、設備的相容性測試。
4. 處理客戶網站及其主機(wamp)問題排解。",不拘,不拘,HTML,"要求具備在非使用框架下， PHP、MySQL、HTML的開發經驗 (三者皆具備)。
若有以下經驗者佳: 
1.線上交易系統 
2.大量數據交換 
3.使用 redis 的經驗"
後端系統開發工程師,馬來西亞商韋博科技有限公司台灣分公司,新北市板橋區,待遇面議,//www.104.com.tw/job/6yj75?jobsource=jolist_a_relevance,"新創公司積極尋找資訊相關人才，我們擁有熱情活潑的團隊、良好的升遷空間與舒適的工作環境。歡迎想要挑戰的你／妳加入我們，一起創造佳績！

1. 根據企劃文件，開發遊戲相關需求
2. 與企劃、美術協調開發過程中的問題
3. 與前端工程師配合，完成遊戲前後端串接
4. 配合團隊開發流程，進行 Code review 維持程式碼品質

【能力要求】
・資訊工程 / 資訊管理等相關科系畢業
・熟悉一種後端開發程式語言 (GoLang佳)
・熟悉關聯式資料庫（RDBMS）的使用 (e.g. Postgres, MySQL)
・熟悉資料結構、演算法與物件導向概念
・熟悉 RESTful API
・熟悉 Git 版本控管軟體操作",不拘,不拘,HTML,"【特質要求】
・具備良好溝通能力
・有獨立思考的能力
・願意接受他人指教
・勇於接受挑戰
・樂於學習新事物

【加分項目】
・熟悉 Amazon Web Service
・熟悉 Redis, MongoDB, Elasticsearch
・有完整的後端伺服器開發經驗
・有前端開發經驗 (e.g. VueJS, ReactJS, CSS, HTML5)
・有撰寫 Unit test, 壓力測試等經驗
・有 CI/CD 部署經驗
・理解 Design Pattern"
後端工程師Junior Backend Engineer,慧穩科技股份有限公司,台中市西屯區,待遇面議,//www.104.com.tw/job/793ve?jobsource=jolist_a_relevance,"工作內容:
1、負責開發、維護後端Django專案
2、負責REST API的開發，優化產品效能
3、撰寫設計開發文件

必備條件:
1、熟悉Python程式撰寫。
2、熟悉Database設計、開發、測試
3、熟悉Git工具使用
4、熟悉Linux開發環境

加分條件:
1、後端開發經驗
2、Django Rest framework框架
3、RESTful API 設計及實作經驗與後端 API 開發經驗",不拘,不拘,Django,"加分條件:
1、後端開發經驗
2、Django Rest framework框架
3、RESTful API 設計及實作經驗與後端 API 開發經驗

Soft skills:
1、邏輯清晰，追求最佳自動化測試
2、溝通能力良好，能確保需求規格落地執行
3、積極主動，充滿好奇心、樂於學習新的技術
4、具備團隊合作精神
"
後端技術工程師   (Back End Software Engineer),台灣賀思達科技有限公司,台北市中正區,待遇面議,//www.104.com.tw/job/7hhan?jobsource=jolist_a_relevance,"STACS是一家發展迅速的金融科技公司，我們正在尋找一位後端技術工程師加入我們这迅速擴張的工程團隊，為下一代基於雲的金融技術平臺做出貢獻。 

理想的候選人需要是一位具有實際經驗的工程師，對创建可擴展雲平臺以解決金融行業的實際問題有著濃厚的興趣。候選人必須擁有後端到資料庫完整堆疊中强而有力技術專長，並能拥有專業常識地使用 RESTFUL API。候选人必须在快速与敏捷的環境中拥有独立的敏锐思考。並同团队保持良好的溝通，直至完成工作方案。 

您將成為改變當今資本市場運作方式的關鍵貢獻者。若成功的加入STACS的大家庭，您將與內部利益相關者共同為客戶以及產品構建出最佳平臺。 

作為後端技术工程師，您將負責根據生產環境中的業務要求構建新功能，並增強現有功能。您可以設計和構建對金融行業具有變革性和授權性的核心功能。 

 
您的日常職責涵蓋以下內容： 
編寫可靠、可擴展、生產品質的代碼 
使用現代框架開發基於雲的 Web 應用程式 
在敏捷環境中在微服務架構中開發 API 
作為團隊的一部分，協同工作，將客戶洞察、設計、數據分析結合在一起，開發新的產品功能，解決現實世界的客戶問題。 ",不拘,不拘,AWS," 条件 
工程學或相關領域的學士學位或更高學位 
2 至3年軟體工程經驗 
後端系統架構設計規劃及開發建置 
擁有 Java Spring Boot 經驗 
Unix/Linux 經驗、分散式/並行系統、資訊檢索、網路化方面的經驗 
數據庫的經驗（例如 MySQL etc..） 
對NOSQL資料庫的深刻理解（例如，DynamoDB, MongoDB） 
REST API 的經驗 (能夠設計和實作的能力) 
對與 AWS服務 或其他雲供應商的理解 
熟悉程式碼版本控制工具，例如Git 
對區塊鏈技術感興趣 

 
我們在找這樣的人才: 
重視團隊合作。 
带有好奇心學習态度。 
喜歡與代碼一起工作。 
適應能力与解決問題能力強。 
以客戶為中心的心態。 
在複雜性和獨立性上茁壯成長的自我創業者。  "
後端工程師,匯康資訊科技有限公司,高雄市苓雅區,"月薪30,000~50,000元",//www.104.com.tw/job/6ss9t?jobsource=jolist_a_relevance,"1. 負責各項資訊專案或需求功能開發，包括系統設計、程式開發等 
2. 負責系統後端API程式開發， 進行系統單元測試、功能測試 
3. 網站應用程式開發 
4. 伺服器管理、維護 
5. 系統相關文件撰寫及主管交辦事項
6.APP後端程式
",大學以上,資訊工程相關、資訊管理相關、電機電子工程相關,Visio,"基本條件: 
1. 熟悉Java程式開發 
 樂於溝通分享並重視團隊合作，能主動發現問題並尋求最佳解決方案 
 熟悉後端相關開發框架
"
後端工程師,昇晉整合服務有限公司,新北市板橋區,"月薪35,000~60,000元",//www.104.com.tw/job/7ie6i?jobsource=jolist_a_relevance,"
資訊工程相關科系畢業者優先、無工作經驗可。

1.工作內容：
   ●後端 server 應用程式撰寫設計與開發。
   ●開發流程文件撰寫。
   ●資料庫建置與維護。
   ●依專案安排工作事項。

2.相關技能：
   ● JAVA（必要）、Python、JavaScript、TypeScrip。
   ●RDBMS(PostgreSQL、MySQL、SQL Sever...擇一必要）。
   ●NoSQL(Redis, MongoDB...)。
   ●Git（必要）。

3.加分條件：
   ●熟悉docker、k8s、linux/unix shell。

4.工作態度積極、負責、具良好分析與解決問題之能力、願意主動學習並
   重視團隊合作。

5.薪資3.5萬-6萬，依資歷面議。",專科以上,不拘,Visio,"基本條件: 
1. 熟悉Java程式開發 
 樂於溝通分享並重視團隊合作，能主動發現問題並尋求最佳解決方案 
 熟悉後端相關開發框架
"
後端工程師 (JAVA),新加坡商輕鬆享股份有限公司台灣分公司,台北市信義區,待遇面議,//www.104.com.tw/job/7iorm?jobsource=jolist_a_relevance,"【工作說明】:

參與支付服務後端開發的全過程。了解業務需求並將其轉化為實施
了解後端系統，應用高級技術來優化系統
研究最新技術，解決系統問題並與其他團隊成員共享系統問題解決方式",專科以上,不拘,JavaScript,"【任職要求】:

精通 Java，Spring Framework，ORM（MyBatis，Hibernate 等）
三年以上軟體開發相關工作經驗
熟悉諸如 Git 之類的源代碼控制工具
在數據庫（MySql，MongoDB），Redis，MQ，Linux 方面具有豐富的知識
具有 Golang，微服務，Docker，K8S 或 REST API 的經驗尤佳
能夠在快速環境中管理多個任務和時間表
清晰有效的溝通技巧
良好的學習態度和能力，願意分享知識
邏輯和批判性思維"
後端工程師 (Backend Engineer),訊連科技股份有限公司,新北市新店區,待遇面議,//www.104.com.tw/job/5h3zi?jobsource=jolist_a_relevance,"我們在台灣最棒的軟體公司，建置台灣最大的雲端系統，將它的效能和穩定優化到一流的國際水準。
提供影音串流服務，善用雲端平台與大數據分析技術，從大量資料中提煉出有價值的資訊黃金。


1. 開發大型軟體雲端網路平台，為使用者提供雲端服務
2. 多媒體影音軟體後端 API 撰寫（訊連旗艦產品－威力導演、相片大師...等）
3. 參與企業級雲端伺服系統設計、開發與維護，打造效率與穩定性兼顧之大型平台


我們在找這樣的人才：
1. 良好的 Java 語言基礎
2. 有使用資料庫系統相關經驗
3. 對新事物抱持積極的學習態度，樂於團隊合作及分享


-------------------------------------------------------------
歡迎程式高手挑戰【訊連科技線上程式語言測驗】
考題：JAVA
考試連結：https://coderbyte.com/sl-candidate?promo=cyberlink-8vi0w:java-assessment-d93i7i5nj8

*若通過測驗會主動與您聯繫，安排面試時間*",大學以上,資訊工程相關、電機電子工程相關,J2SE, 
資深後端工程師,代碼科技有限公司,台北市信義區,待遇面議,//www.104.com.tw/job/7czow?jobsource=jolist_a_relevance,"1.根據分配之專案，進行軟體開發與維護。
2.協助研發與導入軟體新技術與新工具。
3.規劃執行需求功能之技術架構，掌握軟體設計進度。",大學以上,資訊工程相關、電機電子工程相關,JavaScript,"必須條件:
1. 具RESTful API開發經驗。
2. 熟悉MySQL CRUD與Stored Procedure 等操作
3. 精通任一主流後端程式語言 如 Go, NodeJs...etc 等語言。
4. 三年以上軟體開發經驗。
5. 團隊合作能力佳。
加分條件:
1. 對於 Redis,MongoDB,RabbitMQ 有相關應用
2. Docker 基本建置Image與docker compose 操作
3. 單元測試經驗。
4. Design Patterns 相關運用
5. Linux centOS or Ubuntu 環境基本操作"
Python 後端工程師,光禾感知科技股份有限公司,台北市大安區,待遇面議,//www.104.com.tw/job/71j4l?jobsource=jolist_a_relevance,"[ 工作內容 ]
1. 開發易維護、可擴展的後端系統
2. 為系統設計架構、資料庫、API、及撰寫文件
3. 與 PM 和前端工程師合作，進行開發及功能拓展
4. 測試流程設計（Unit Test／Integration Test）

[ 基本條件 ]
1. 有以 Python 作為後端開發一年以上的經驗。
2. 了解 SQL 或 NoSQL 資料庫，使用 MSSQL／MongoDB 尤佳。
3. 基本資料結構及演算法等。
4. 基本 Git 版本控制。
5. 基本 Linux 指令操作。
6. 熟悉 Flask／Django／FastAPI 至少一種 Web Framework，Flask 尤佳。

[ 加分項目 ]
1. 具備基礎前端開發經驗，能設計和實作簡單的管理後台。
2. 具備 Microsoft Azure 管理或架設經驗。
3. 具備 VM 部署相關經驗，了解 nginx。
4. 使用過 Docker 部屬後端服務。
5. 對軟硬體整合建置有經驗或興趣。
6. 若有作品請附上 GitHub 等相關連結或截圖。


若您對我們在做的事情感興趣，很歡迎你加入光禾這個大家庭
投遞 104 履歷前請務必完成這份問卷：https://forms.gle/hVLvySyjv4Fign7YA
讓合作夥伴能更深入了解你！",專科、大學、碩士,資訊工程相關、電機電子工程相關、資訊管理相關,MySQL,"必須條件:
1. 具RESTful API開發經驗。
2. 熟悉MySQL CRUD與Stored Procedure 等操作
3. 精通任一主流後端程式語言 如 Go, NodeJs...etc 等語言。
4. 三年以上軟體開發經驗。
5. 團隊合作能力佳。
加分條件:
1. 對於 Redis,MongoDB,RabbitMQ 有相關應用
2. Docker 基本建置Image與docker compose 操作
3. 單元測試經驗。
4. Design Patterns 相關運用
5. Linux centOS or Ubuntu 環境基本操作"
Backend Engineer | 後端工程師 (Moneybook 麻布記帳),麻布數據科技股份有限公司,台北市信義區,"年薪700,000~1,000,000元",//www.104.com.tw/job/7e295?jobsource=jolist_a_relevance,"『Moneybook麻布記帳』是全台唯一提供「全資產自動整合服務」的產品，參與開放銀行 Open API 政策第一、二階段，目前已串接 32 家銀行、17 家信用卡、18 家證券之資訊，合作銀行家數為國內TSP（第三方服務業者）之最。

我們很重視使用者聲音，善用數據進行產品功能開發，內部採 Scrum 模式運作，小步快跑快速迭代產品。

此外，團隊也重視使用者隱私與資訊安全管理，引進國際資安標準 ISO/IEC 27001，並通過加拿大第三方驗證公司之資安驗證。

【職務內容】
1. 主要負責 Moneybook (麻布記帳) 後端系統開發和維運，目標是開發出容易維護、測試、符合資安標準(ISO 27001)的後端系統，包含：
    (a) Backend API 設計和開發
    (b) 爬蟲設計開發
    (c) GCP 系統維護 (GCE、GKE、Loadbalancer、BigQuery等)
    (d) 數據平台建置
    (e) 部分 DevOps 作業
2. 負責 ISO 27001 維運，執行相關流程作業。
3. 採敏捷開發模式 (Scrum)，需頻繁與 PM、UI/UX 設計師密切合作，快速迭代產出。
4. 熱衷於產品開發，願意不斷學習新技術，並樂於分享討論。
5. 內部環境自由，可自由參與其他相關大數據，資料庫等專案，不斷增加能力。
我們目前使用，且你將會接觸到系統和技術：
■ Redis
■ MySQL
■ MongoDB
■ RabbitMQ
■ ELK
■ Prometheus
■ Kubernetes
■ Google Cloud Platform
■ Terraform


【職務需求】
1. 「資訊工程背景」或「一年以上後端開發經驗」。
2. 熟悉 GCP，具備 System, Networking, Automation, Security, 及 Architecting 知識觀念。
3. 熟悉 NodeJS, Golang, Python 任一，不排斥學習其他語言。
4. 具備任一 RDBS 資料庫使用經驗 (PostgreSQL, MySQL, MariaDB …)。
5. 具備 Git 和 CI/CD 經驗。
6. 具備團隊合作能力，能夠主動與PM、前端、後端工程師等討論並給予專業建議，共同追求合適的解決方案。


【加分項目】
◎ 具有 Open Banking 開發經驗。
◎ 有規劃系統架構的經驗。
◎ 熟悉 Typescript。
◎ 具有 Kubernetes 使用經驗。
◎ 曾經使用過雲端服務 GCP、AWS、AZURE 等 ...。
◎ 具有效能調校經驗。
◎ 具有敏捷開發經驗。
◎ 具有資安相關證照或經驗。
◎ 追求 Clean code，且有 Code review 的經驗。 ",專科以上,資訊工程相關、資訊管理相關,JavaScript,「資訊工程背景」或「一年以上後端開發經驗」
API後端工程師 (TCLY05),優聘資訊科技有限公司,台中市西屯區,待遇面議,//www.104.com.tw/job/7m4wo?jobsource=jolist_a_relevance,"【職務內容】
1. 進行平台API串接及整合，協助開發與維護平台
2. 具備後端 API實務操作、及後台報表開發
3. 熟悉 Python程式撰寫

【條件需求】
1. 有API串接經驗
2. 有同業經驗佳

【工作地點】台中市西屯區


⭐福利制度⭐
年終獎金/三節獎金(禮品)/生日禮金/結婚禮金/生育津貼/育兒津貼/
員工旅遊(國內國外)/零食櫃/咖啡吧/部門聚餐/員工健康檢查...等


➡有興趣者直接投遞履歷表，合適者將會主動聯絡
應徵流程：線上投遞履歷表→顧問預約視訊訪談(約30min)→企業面試

➡可+Line了解更多職務內容。帳號：@talfin.ai
加入後請先提供姓名與應徵職務",不拘,不拘,Python,「資訊工程背景」或「一年以上後端開發經驗」
電子商務後端工程師_新竹,環球晶圓股份有限公司,新竹市,待遇面議,//www.104.com.tw/job/7l4xj?jobsource=jolist_c_relevance,"1.後端API 程式撰寫
2.與前端工程師合作優化專案系統
3.Smart Manufacturing 功能研究與開發
4.DB程式撰寫",大學、碩士,資訊管理相關、資訊工程相關,Angular,"1. 網頁後端API撰寫&Library開發
2. 熟悉Java Script
3. 熟悉Angula MVC架構
4. 熟悉資料庫程式語言
5. UNIX shell程式開發 
6. Data Base建構"
F0100B12-後端工程師,易遊網股份有限公司,台北市中山區,待遇面議,//www.104.com.tw/job/7mt40?jobsource=jolist_c_relevance,"1.負責訂房及後台的服務開發，並撰寫需要的SQL指令
2.配合前端工程師，提供API讓前端展示資料或提供服務給客人使用",大學,不拘,Java,需具後端API開發能力，主要為Java
後端工程師,財團法人台灣地理資訊中心,台北市中正區,待遇面議,//www.104.com.tw/job/778ew?jobsource=jolist_c_relevance,"1.專案網站平台設計與開發
2.系統性能優化，並修正系統資訊安全弱點問題
3.撰寫開發維護手冊或相關技術文件
4.主管安排的其它工作事項
",大學,不拘,AWS," 1.熟悉任何一個 server-side framework (Lavarel/ Spring/ Gin/MVC5 ...etc)
2.熟悉至少一個的後端語言(PHP, Java(Kotlin), Golang, C#...etc)
3.熟悉RESTful觀念，並且設計合理API
4.熟悉至少一種Database的原理
5.熟悉Git、SVN版本控制
6.具有獨立作業能力，也樂於團隊合作，善於溝通不吝與人分享
加分條件(非必要)
1.熟悉雲端操作AWS/ GCP
2.Docker 架構設計經驗。
3.具有基礎英文閱讀能力，能解讀Stack Overflow問答網站內容。

 "
Sr. Backend Engineer | 資深後端工程師 ( Invos 發票存摺 ),麻布數據科技股份有限公司,台北市信義區,"年薪1,100,000~1,500,000元",//www.104.com.tw/job/7e29r?jobsource=jolist_c_relevance,"公司主要兩大商品為 Moneybook 麻布記帳 ＆ 發票存摺

『發票存摺』為市面上功能最貼近生活的消費管理 App，累積 600 萬下載次，為國內發票應用 APP 第一名。
『引客數據』以11億＋筆發票數據為基礎，即時精準洞察消費行為、商品銷售變化、及產業與通路營業趨勢。
對於用戶資訊高度安全要求下，採用國際資安標準 ISO/IEC 27001，並通過加拿大第三方驗證公司 TCIC 環奧國際驗證公司的驗證。秉持著「存發票享優惠」的理念，持續透過巨量資料分析與智能化推薦，串連用戶與品牌通路商，為消費生活提供更多元的可能性，也讓使用者不只是存發票記錄消費，還能享有更多通路優惠與回饋！


【新聞報導】
► 從被銀行封殺到發票App一哥，還吸引中信、PChome投資！麻布數據集團強在哪？
► 發票管家百百款　它為何吸引PChome、中信注資


【職務內容】
1. 本職務主要負責「發票存摺」後端系統和數據平台的架構設計與開發維運，目標是設計容易維護、測試、能夠承受百萬流量負載，並符合資安標準 (ISO 27001) 的後端系統，工作內容包含：
(a) 負責內部核心系統、數據平台架構設計和開發
(b) 負責 GCP 架構設計、維運和效能調校 (GCE、GKE、BigQuery、Cloud SQL 等)
(c) 負責 Backend 架構和 API 設計開發
(d) 產品功能需求開發
(e) 負責 ISO 27001 維運，執行相關流程作業。
2. 採敏捷開發模式 (Scrum)，需頻繁與 PM、UI/UX 設計師密切合作，快速迭代產出。
3. 熱衷於產品開發，願意不斷學習新技術，並樂於分享討論。
4. 內部環境自由，可自由參與其他專案：大數據、機器學習、資料分析、推薦系統等專案，或跨產品開發。

我們目前使用下述技術開發和維運平台，以利系統穩定及面對百萬流量的系統壓力。
- Google Cloud Platform
- Containers & Serverless (Kubernetes, GAE ...)
- Redis
- Firestore
- BigQuery
- Pub/Sub
- Cloud build
- Selenium
- Terraform

【職務需求】
1. 三年以上後端開發經驗，具系統維運責任感。
2. 熟稔 GCP 和 GKE 維運，具備 System, Networking, Automation, Security, 及 Architecting 知識。
3. 程式開發以 PHP、Python 為主，至少需熟稔其中一種語言，且不排斥學習其他語言。
4. 具備 Git 和 CI/CD 經驗。
5. 熟稔任一 RDBS 資料庫操作和維運 (PostgreSQL, MySQL, MariaDB …)。
6. 重視程式碼品質，具備 Design Pattern 經驗，追求 Clean code，且有 Code review 的經驗。
7. 具備團隊合作能力，能夠主動與PM、前端、後端工程師討論，並給予專業建議，共同追求合適的解決方案。

【加分項目】
1. 規劃功能時，能給予多個方案並分析其優劣。
2. 系統或需求有衝突時，能做出取捨並推動執行。
3. 統效能調校、導入關鍵資源、系統瓶頸突破...等進階系統維運經驗。
4. 具有敏捷開發經驗。
5. 具有資安相關證照或經驗。

【其他】
除了履歷，我們也希望能從網路上認識你：
-個人網站、部落格
-Github, codepen 或是作品集
-對外公開分享的簡報或影片',",專科以上,不拘,JavaScript,三年以上後端開發經驗
